id,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
1710,12,522,181,0,0,65,22,0,0,0,27,181,79,34,23,0,0
1711,5,205,112,0,0,7,41,0,0,0,16,82,44,26,24,0,0
1712,12,421,211,0,0,57,37,0,0,0,43,177,90,41,31,0,0
1713,18,671,397,0,0,64,74,0,0,0,56,356,145,135,107,0,0
1714,10,129,55,0,0,10,9,0,0,0,13,73,25,7,5,0,0
1715,5,205,82,0,0,32,24,0,0,0,13,85,30,25,22,0,0
1716,16,92,33,0,0,33,1,0,0,0,6,27,13,11,7,0,0
1717,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1718,1,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1719,1,4,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0
1720,2,15,6,0,0,4,1,0,0,0,0,5,1,4,4,0,0
1721,6,239,120,0,0,90,18,0,0,0,29,76,45,40,30,0,0
1722,5,110,46,0,0,20,2,0,0,0,9,39,20,9,6,0,0
1723,19,702,347,0,0,248,47,0,0,0,83,382,138,102,71,0,0
1724,8,26,12,0,0,5,5,0,0,0,11,11,4,6,4,0,0
1725,2,17,8,0,0,4,1,0,0,0,1,7,3,2,2,0,0
1726,12,504,188,0,0,144,27,0,0,0,41,196,81,39,26,0,0
1727,7,135,66,0,0,15,14,0,0,0,12,69,29,11,8,0,0
1728,12,168,46,0,0,30,9,0,0,0,26,52,20,8,6,0,0
1729,14,520,256,0,0,70,124,0,0,0,39,210,102,69,52,0,0
1730,9,93,24,0,0,26,4,0,0,0,14,29,10,7,4,0,0
1731,6,111,62,0,0,19,6,0,0,0,17,53,24,16,14,0,0
1732,1,3,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0
1733,11,120,62,0,0,22,8,0,0,0,14,64,25,12,12,0,0
1734,12,504,313,0,0,79,82,0,0,0,45,281,115,110,83,0,0
1735,12,264,207,0,0,78,21,0,0,0,43,157,80,56,47,0,0
1736,8,68,26,0,0,22,4,0,0,0,8,24,8,16,10,0,0
1737,19,385,174,0,0,97,52,0,0,0,67,155,70,49,34,0,0
1738,7,284,119,0,0,63,17,0,0,0,25,117,51,23,17,0,0
1739,14,454,162,0,0,120,36,0,0,0,45,128,70,40,22,0,0
1740,3,10,4,0,0,3,1,0,0,0,1,6,2,0,0,0,0
1741,12,185,64,0,0,42,10,0,0,0,27,68,18,39,28,0,0
1742,18,424,203,0,0,104,29,0,0,0,45,209,84,41,35,0,0
1743,4,101,78,0,0,23,33,0,0,0,12,87,32,20,14,0,0
1744,12,214,53,0,0,37,27,0,0,0,37,40,17,28,19,0,0
1745,5,192,88,0,0,51,15,0,0,0,20,97,36,20,16,0,0
1746,18,484,150,0,0,134,19,0,0,0,64,137,56,57,38,0,0
1747,6,165,75,0,0,32,12,0,0,0,20,65,28,23,19,0,0
1748,2,18,6,0,0,3,1,0,0,0,2,5,1,6,4,0,0
1749,18,759,238,0,0,339,69,0,0,0,60,208,96,81,46,0,0
1750,7,234,105,0,0,50,22,0,0,0,20,100,44,24,17,0,0
1751,7,216,80,0,0,48,10,0,0,0,24,61,27,36,26,0,0
1752,9,23,11,0,0,1,2,0,0,0,2,7,4,3,3,0,0
1753,7,250,110,0,0,18,57,0,0,0,19,92,42,30,26,0,0
1754,4,129,75,0,0,14,8,0,0,0,15,74,31,18,13,0,0
1755,5,172,65,0,0,17,29,0,0,0,19,63,24,19,17,0,0
1756,5,8,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0
1757,17,691,359,0,0,220,82,0,0,0,65,271,139,116,81,0,0
1758,5,36,18,0,0,2,4,0,0,0,6,20,7,9,4,0,0
1759,15,67,26,0,0,13,4,0,0,0,15,35,12,7,2,0,0
1760,11,510,316,0,0,200,56,0,0,0,35,318,139,54,38,0,0
1761,6,188,56,0,0,38,12,0,0,0,25,56,20,23,16,0,0
1762,11,386,197,0,0,38,42,0,0,0,30,166,78,54,41,0,0
1763,13,117,31,0,0,28,4,0,0,0,19,32,14,10,3,0,0
1764,12,131,51,0,0,8,10,0,0,0,19,49,23,12,5,0,0
1765,5,197,108,0,0,20,26,0,0,0,20,91,39,41,30,0,0
1766,18,749,531,0,0,117,69,0,0,0,67,429,203,146,125,0,0
1767,17,302,128,0,0,72,7,0,0,0,34,107,59,16,10,0,0
1768,9,168,41,0,0,52,9,0,0,0,21,34,18,5,5,0,0
1769,11,443,221,0,0,154,24,0,0,0,43,134,74,88,73,0,0
1770,7,264,138,0,0,72,14,0,0,0,29,115,56,28,26,0,0
1771,7,94,34,0,0,12,4,0,0,0,18,31,14,9,6,0,0
1772,6,247,111,0,0,82,11,0,0,0,20,86,42,43,27,0,0
1773,11,156,55,0,0,55,6,0,0,0,15,52,20,18,15,0,0
1774,1,8,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0
1775,11,209,125,0,0,24,26,0,0,0,30,105,50,29,25,0,0
1776,16,594,259,0,0,47,54,0,0,0,66,227,106,56,47,0,0
1777,20,845,394,0,0,121,81,0,0,0,65,329,160,90,74,0,0
1778,4,154,85,0,0,16,21,0,0,0,13,65,28,33,29,0,0
1779,4,28,8,0,0,7,3,0,0,0,10,8,4,1,0,0,0
1780,15,703,220,0,0,315,49,0,0,0,47,142,80,122,60,0,0
1781,11,271,97,0,0,39,22,0,0,0,39,81,41,20,15,0,0
1782,4,89,29,0,0,18,3,0,0,0,13,24,12,8,5,0,0
1783,6,153,54,0,0,16,5,0,0,0,16,59,22,12,10,0,0
1784,6,34,7,0,0,7,0,0,0,0,10,8,3,1,1,0,0
1785,6,271,160,0,0,24,47,0,0,0,15,126,55,59,50,0,0
1786,6,17,8,0,0,4,4,0,0,0,3,7,4,0,0,0,0
1787,11,317,138,0,0,20,27,0,0,0,37,116,56,38,26,0,0
1788,11,441,170,0,0,152,33,0,0,0,50,156,71,47,28,0,0
1789,6,254,68,0,0,19,45,0,0,0,17,69,29,16,10,0,0
1790,11,441,237,0,0,97,21,0,0,0,47,202,100,50,37,0,0
1791,20,744,306,0,0,302,28,0,0,0,85,252,121,85,64,0,0
1792,16,616,266,0,0,193,37,0,0,0,51,242,109,64,48,0,0
1793,14,74,14,0,0,8,6,0,0,0,13,24,5,8,4,0,0
1794,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1795,1,2,3,0,0,1,0,0,0,0,0,1,1,1,1,0,0
1796,11,325,103,0,0,96,22,0,0,0,36,80,38,39,27,0,0
1797,5,113,54,0,0,21,4,0,0,0,9,63,21,17,12,0,0
1798,13,134,39,0,0,41,10,0,0,0,9,41,19,4,1,0,0
1799,11,504,365,0,0,224,72,0,0,0,26,284,147,85,71,0,0
1800,4,88,27,0,0,25,4,0,0,0,10,36,12,8,3,0,0
1801,16,704,388,0,0,112,98,0,0,0,48,276,148,125,92,0,0
1802,4,144,107,0,0,24,10,0,0,0,11,103,45,27,17,0,0
1803,6,173,66,0,0,30,33,0,0,0,15,71,28,11,10,0,0
1804,6,285,131,0,0,106,25,0,0,0,17,91,52,38,27,0,0
1805,3,10,6,0,0,3,0,0,0,0,1,6,2,2,2,0,0
1806,15,575,357,0,0,38,50,0,0,0,50,292,130,108,97,0,0
1807,15,577,202,0,0,197,31,0,0,0,44,168,74,68,54,0,0
1808,4,55,22,0,0,13,7,0,0,0,4,17,9,7,4,0,0
1809,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1810,10,106,27,0,0,40,8,0,0,0,23,25,11,7,5,0,0
1811,11,517,301,0,0,92,70,0,0,0,35,235,108,99,85,0,0
1812,20,327,124,0,0,110,9,0,0,0,52,95,53,33,18,0,0
1813,4,121,41,0,0,22,11,0,0,0,15,40,18,7,5,0,0
1814,6,266,150,0,0,33,21,0,0,0,13,139,63,29,24,0,0
1815,6,123,53,0,0,21,8,0,0,0,14,41,22,11,9,0,0
1816,11,285,137,0,0,27,10,0,0,0,45,86,56,31,25,0,0
1817,6,269,132,0,0,54,5,0,0,0,23,114,47,50,38,0,0
1818,4,171,70,0,0,52,22,0,0,0,17,59,22,33,26,0,0
1819,11,267,83,0,0,26,26,0,0,0,40,77,34,18,15,0,0
1820,16,320,156,0,0,82,15,0,0,0,51,120,57,57,42,0,0
1821,4,96,6,0,0,24,9,0,0,0,16,9,3,0,0,0,0
1822,5,77,20,0,0,25,3,0,0,0,17,30,9,2,2,0,0
1823,11,435,231,0,0,44,69,0,0,0,40,172,93,63,45,0,0
1824,4,115,40,0,0,13,9,0,0,0,12,38,13,17,14,0,0
1825,2,7,4,0,0,0,2,0,0,0,0,2,1,2,2,0,0
1826,4,145,37,0,0,32,14,0,0,0,20,43,17,6,3,0,0
1827,4,137,78,0,0,19,11,0,0,0,19,63,30,21,18,0,0
1828,9,200,90,0,0,18,20,0,0,0,27,82,36,21,18,0,0
1829,2,47,18,0,0,6,4,0,0,0,8,12,8,2,2,0,0
1830,7,302,57,0,0,113,20,0,0,0,30,59,27,8,3,0,0
1831,7,36,12,0,0,6,2,0,0,0,3,12,5,2,2,0,0
1832,4,56,26,0,0,6,5,0,0,0,11,24,11,4,4,0,0
1833,11,218,128,0,0,63,3,0,0,0,23,87,48,38,32,0,0
1834,5,191,24,0,0,64,7,0,0,0,14,28,8,12,8,0,0
1835,20,805,376,0,0,81,87,0,0,0,70,322,142,108,92,0,0
1836,4,156,66,0,0,40,4,0,0,0,16,57,24,25,18,0,0
1837,4,173,75,0,0,27,7,0,0,0,17,89,32,13,11,0,0
1838,4,14,2,0,0,6,1,0,0,0,3,4,1,0,0,0,0
1839,7,26,6,0,0,3,1,0,0,0,4,8,2,3,2,0,0
1840,16,737,297,0,0,173,85,0,0,0,49,238,119,71,59,0,0
1841,6,219,166,0,0,32,28,0,0,0,24,121,54,71,58,0,0
1842,6,229,103,0,0,36,12,0,0,0,22,78,31,47,41,0,0
1843,9,23,9,0,0,7,1,0,0,0,4,7,4,5,1,0,0
1844,3,31,12,0,0,8,1,0,0,0,3,9,3,8,6,0,0
1845,1,10,6,0,0,0,0,0,0,0,3,4,3,1,0,0,0
1846,20,633,306,0,0,227,52,0,0,0,75,261,106,150,94,0,0
1847,5,103,35,0,0,3,6,0,0,0,11,35,15,6,5,0,0
1848,15,624,286,0,0,85,22,0,0,0,43,253,113,70,60,0,0
1849,11,376,159,0,0,26,69,0,0,0,32,152,61,46,37,0,0
1850,16,277,65,0,0,43,20,0,0,0,37,57,24,27,17,0,0
1851,9,17,4,0,0,8,1,0,0,0,2,6,0,5,4,0,0
1852,11,245,96,0,0,43,27,0,0,0,40,85,37,25,22,0,0
1853,16,429,197,0,0,45,47,0,0,0,41,185,76,57,45,0,0
1854,4,10,3,0,0,5,0,0,0,0,6,7,1,3,1,0,0
1855,20,387,169,0,0,23,31,0,0,0,49,178,68,39,33,0,0
1856,5,203,74,0,0,24,29,0,0,0,11,72,31,13,12,0,0
1857,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,2,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1859,11,308,145,0,0,61,21,0,0,0,30,99,52,48,41,0,0
1860,7,13,6,0,0,5,0,0,0,0,5,10,3,0,0,0,0
1861,19,809,337,0,0,288,29,0,0,0,74,276,140,90,57,0,0
1862,1,5,4,0,0,4,0,0,0,0,1,1,1,5,2,0,0
1863,11,397,104,0,0,141,14,0,0,0,45,91,43,23,18,0,0
1864,4,31,19,0,0,11,3,0,0,0,3,21,9,1,1,0,0
1865,3,22,5,0,0,5,0,0,0,0,5,12,2,1,1,0,0
1866,6,169,71,0,0,24,9,0,0,0,17,52,28,19,15,0,0
1867,11,29,8,0,0,7,1,0,0,0,7,14,2,4,4,0,0
1868,4,161,61,0,0,66,16,0,0,0,15,51,27,9,7,0,0
1869,4,62,32,0,0,22,2,0,0,0,6,23,15,3,2,0,0
1870,15,244,78,0,0,29,14,0,0,0,37,99,33,16,12,0,0
1871,3,6,2,0,0,0,1,0,0,0,3,2,1,0,0,0,0
1872,6,161,83,0,0,15,11,0,0,0,18,57,33,21,17,0,0
1873,3,20,6,0,0,2,0,0,0,0,1,7,2,2,2,0,0
1874,11,380,144,0,0,64,83,0,0,0,29,140,57,36,30,0,0
1875,7,72,45,0,0,13,5,0,0,0,13,41,19,10,7,0,0
1876,4,81,43,0,0,22,2,0,0,0,11,37,18,7,7,0,0
1877,7,288,137,0,0,99,15,0,0,0,25,138,50,52,37,0,0
1878,18,763,415,0,0,31,84,0,0,0,42,343,163,118,89,0,0
1879,5,161,71,0,0,22,9,0,0,0,13,63,31,12,9,0,0
1880,11,212,132,0,0,58,17,0,0,0,25,105,52,38,28,0,0
1881,7,291,187,0,0,32,24,0,0,0,21,162,70,57,47,0,0
1882,4,170,63,0,0,35,10,0,0,0,18,64,26,19,11,0,0
1883,11,297,124,0,0,19,17,0,0,0,28,95,46,37,32,0,0
1884,4,6,2,0,0,1,0,0,0,0,1,5,1,3,0,0,0
1885,10,58,26,0,0,23,6,0,0,0,11,21,11,4,4,0,0
1886,6,105,33,0,0,15,5,0,0,0,14,28,12,13,9,0,0
1887,11,382,114,0,0,57,45,0,0,0,41,106,47,30,20,0,0
1888,5,230,127,0,0,89,26,0,0,0,12,122,53,28,21,0,0
1889,3,14,6,0,0,1,3,0,0,0,3,5,3,0,0,0,0
1890,6,66,41,0,0,18,5,0,0,0,13,44,19,8,3,0,0
1891,10,71,20,0,0,16,5,0,0,0,9,33,8,7,4,0,0
1892,6,180,47,0,0,58,6,0,0,0,23,48,20,11,7,0,0
1893,3,51,10,0,0,14,4,0,0,0,8,20,5,1,0,0,0
1894,3,9,4,0,0,3,0,0,0,0,0,2,2,0,0,0,0
1895,6,266,74,0,0,75,25,0,0,0,22,65,32,19,10,0,0
1896,4,144,56,0,0,25,33,0,0,0,15,53,22,14,12,0,0
1897,4,97,45,0,0,14,4,0,0,0,7,38,16,16,13,0,0
1898,6,209,65,0,0,48,10,0,0,0,20,58,28,16,9,0,0
1899,4,119,55,0,0,13,12,0,0,0,15,49,24,8,7,0,0
1900,15,608,344,0,0,73,134,0,0,0,39,340,128,106,88,0,0
1901,11,432,258,0,0,59,58,0,0,0,31,220,109,48,40,0,0
1902,11,356,187,0,0,47,23,0,0,0,38,190,84,27,19,0,0
1903,7,108,45,0,0,19,6,0,0,0,14,42,18,12,9,0,0
1904,5,83,32,0,0,8,10,0,0,0,12,31,9,15,14,0,0
1905,11,458,278,0,0,128,33,0,0,0,44,199,112,80,54,0,0
1906,3,9,2,0,0,1,0,0,0,0,7,1,1,1,0,0,0
1907,6,276,137,0,0,97,17,0,0,0,26,138,59,35,19,0,0
1908,3,23,8,0,0,6,3,0,0,0,1,8,4,0,0,0,0
1909,6,203,94,0,0,16,21,0,0,0,15,89,36,28,22,0,0
1910,7,13,7,0,0,0,0,0,0,0,1,6,3,1,1,0,0
1911,7,268,63,0,0,77,31,0,0,0,26,48,26,22,11,0,0
1912,4,17,6,0,0,0,2,0,0,0,5,6,3,0,0,0,0
1913,11,336,143,0,0,39,39,0,0,0,28,147,60,27,23,0,0
1914,5,84,15,0,0,6,10,0,0,0,8,18,5,6,5,0,0
1915,11,292,180,0,0,54,24,0,0,0,41,164,65,55,50,0,0
1916,5,191,94,0,0,21,4,0,0,0,20,78,41,17,12,0,0
1917,8,102,47,0,0,23,5,0,0,0,14,37,22,4,3,0,0
1918,10,387,159,0,0,116,14,0,0,0,36,105,58,52,43,0,0
1919,4,130,69,0,0,39,5,0,0,0,16,63,28,17,13,0,0
1920,6,247,82,0,0,73,13,0,0,0,17,86,34,31,14,0,0
1921,6,43,20,0,0,2,3,0,0,0,5,18,8,8,4,0,0
1922,4,30,9,0,0,9,11,0,0,0,7,6,4,1,1,0,0
1923,10,360,169,0,0,43,47,0,0,0,41,135,68,34,33,0,0
1924,6,123,59,0,0,13,20,0,0,0,13,47,24,16,11,0,0
1925,17,587,238,0,0,57,45,0,0,0,59,221,99,50,40,0,0
1926,17,582,152,0,0,158,29,0,0,0,68,136,57,49,38,0,0
1927,17,584,201,0,0,74,41,0,0,0,58,160,82,49,37,0,0
1928,2,7,1,0,0,0,1,0,0,0,3,1,0,2,1,0,0
1929,14,163,45,0,0,25,17,0,0,0,30,45,16,21,13,0,0
1930,1,11,10,0,0,1,1,0,0,0,3,7,2,7,6,0,0
1931,12,467,184,0,0,68,40,0,0,0,35,163,80,50,24,0,0
1932,12,370,216,0,0,34,52,0,0,0,35,154,72,88,72,0,0
1933,5,218,106,0,0,45,13,0,0,0,27,72,36,40,34,0,0
1934,17,801,177,0,0,383,60,0,0,0,48,116,64,98,49,0,0
1935,12,288,90,0,0,40,25,0,0,0,41,82,39,17,12,0,0
1936,5,211,89,0,0,21,17,0,0,0,13,85,43,4,3,0,0
1937,5,74,20,0,0,27,5,0,0,0,8,23,8,8,4,0,0
1938,5,214,106,0,0,17,26,0,0,0,20,92,46,18,14,0,0
1939,9,60,24,0,0,7,5,0,0,0,12,31,10,5,4,0,0
1940,17,327,154,0,0,104,28,0,0,0,51,133,61,41,32,0,0
1941,13,598,285,0,0,216,48,0,0,0,54,273,129,41,27,0,0
1942,12,472,281,0,0,142,61,0,0,0,48,223,112,83,57,0,0
1943,5,17,2,0,0,3,2,0,0,0,6,1,1,0,0,0,0
1944,12,411,151,0,0,25,39,0,0,0,35,126,65,30,21,0,0
1945,6,204,83,0,0,28,7,0,0,0,23,76,32,27,19,0,0
1946,18,636,286,0,0,248,40,0,0,0,76,238,112,81,62,0,0
1947,6,54,14,0,0,12,5,0,0,0,10,17,6,2,2,0,0
1948,17,632,265,0,0,179,58,0,0,0,57,265,117,40,31,0,0
1949,6,16,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0
1950,5,217,124,0,0,57,18,0,0,0,22,81,48,34,28,0,0
1951,10,100,24,0,0,18,7,0,0,0,18,38,12,0,0,0,0
1952,17,404,147,0,0,59,30,0,0,0,52,147,66,22,15,0,0
1953,5,219,148,0,0,45,16,0,0,0,16,112,59,40,30,0,0
1954,17,765,373,0,0,124,106,0,0,0,52,292,150,94,73,0,0
1955,18,557,281,0,0,48,50,0,0,0,52,237,105,89,71,0,0
1956,12,291,66,0,0,30,40,0,0,0,41,58,23,23,20,0,0
1957,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,5,200,92,0,0,38,8,0,0,0,15,77,34,34,24,0,0
1959,7,55,25,0,0,13,1,0,0,0,6,20,11,7,3,0,0
1960,6,197,71,0,0,32,31,0,0,0,19,81,33,5,5,0,0
1961,19,780,361,0,0,260,75,0,0,0,68,261,142,123,77,0,0
1962,17,604,340,0,0,61,67,0,0,0,53,310,139,79,62,0,0
1963,10,330,68,0,0,112,36,0,0,0,37,78,28,15,12,0,0
1964,2,11,8,0,0,4,0,0,0,0,1,6,4,0,0,0,0
1965,1,12,4,0,0,4,0,0,0,0,3,6,1,2,2,0,0
1966,3,26,8,0,0,4,1,0,0,0,2,9,1,8,6,0,0
1967,12,479,285,0,0,62,65,0,0,0,24,235,112,74,61,0,0
1968,5,228,129,0,0,57,5,0,0,0,16,105,53,33,23,0,0
1969,2,9,4,0,0,3,0,0,0,0,4,4,2,0,0,0,0
1970,18,485,106,0,0,135,17,0,0,0,44,101,43,35,20,0,0
1971,4,85,29,0,0,17,3,0,0,0,11,36,13,5,3,0,0
1972,6,255,178,0,0,47,17,0,0,0,16,166,76,29,26,0,0
1973,5,53,17,0,0,5,5,0,0,0,8,15,6,5,5,0,0
1974,19,825,520,0,0,225,28,0,0,0,71,398,198,156,124,0,0
1975,5,126,30,0,0,7,14,0,0,0,11,27,9,16,12,0,0
1976,17,338,148,0,0,72,24,0,0,0,59,120,60,38,28,0,0
1977,6,70,23,0,0,10,11,0,0,0,4,26,10,6,3,0,0
1978,9,45,13,0,0,14,3,0,0,0,7,15,6,4,1,0,0
1979,17,184,42,0,0,69,15,0,0,0,27,59,15,16,12,0,0
1980,5,98,32,0,0,21,5,0,0,0,16,26,13,8,6,0,0
1981,4,151,69,0,0,25,8,0,0,0,10,82,32,7,5,0,0
1982,10,316,163,0,0,41,43,0,0,0,37,130,64,44,35,0,0
1983,12,368,156,0,0,36,9,0,0,0,40,135,61,42,34,0,0
1984,5,203,49,0,0,68,16,0,0,0,16,34,20,17,9,0,0
1985,4,14,5,0,0,1,2,0,0,0,3,6,2,2,1,0,0
1986,12,95,45,0,0,14,3,0,0,0,15,46,19,10,7,0,0
1987,19,269,122,0,0,56,21,0,0,0,67,142,55,14,12,0,0
1988,11,413,117,0,0,173,16,0,0,0,43,103,48,32,21,0,0
1989,5,13,16,0,0,4,2,0,0,0,1,14,8,0,0,0,0
1990,18,637,273,0,0,66,91,0,0,0,57,260,102,80,69,0,0
1991,4,53,15,0,0,9,1,0,0,0,13,20,5,6,5,0,0
1992,7,314,166,0,0,67,23,0,0,0,20,148,68,41,30,0,0
1993,1,7,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0
1994,17,368,128,0,0,85,39,0,0,0,47,112,54,23,20,0,0
1995,12,262,106,0,0,57,8,0,0,0,40,82,44,23,18,0,0
1996,6,234,157,0,0,29,40,0,0,0,24,155,65,34,27,0,0
1997,4,15,10,0,0,5,1,0,0,0,1,5,5,0,0,0,0
1998,12,234,55,0,0,43,22,0,0,0,39,74,22,15,11,0,0
1999,3,4,2,0,0,1,0,0,0,0,0,3,1,0,0,0,0
2000,18,731,431,0,0,222,39,0,0,0,78,357,161,149,109,0,0
2001,6,145,61,0,0,7,13,0,0,0,11,53,27,8,7,0,0
2002,17,630,341,0,0,82,37,0,0,0,41,307,143,75,55,0,0
2003,5,174,65,0,0,10,31,0,0,0,25,43,24,21,17,0,0
2004,17,323,81,0,0,37,37,0,0,0,29,56,31,34,19,0,0
2005,16,504,258,0,0,51,51,0,0,0,39,211,111,48,36,0,0
2006,19,676,311,0,0,47,49,0,0,0,48,293,119,87,73,0,0
2007,5,112,16,0,0,19,15,0,0,0,10,18,5,7,6,0,0
2008,11,409,165,0,0,46,43,0,0,0,32,168,72,29,21,0,0
2009,13,303,143,0,0,38,15,0,0,0,29,101,47,56,49,0,0
2010,4,7,4,0,0,5,0,0,0,0,3,5,2,0,0,0,0
2011,12,377,175,0,0,137,19,0,0,0,49,127,65,60,45,0,0
2012,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,5,172,95,0,0,55,10,0,0,0,17,56,34,43,27,0,0
2014,6,238,53,0,0,69,13,0,0,0,23,52,25,6,3,0,0
2015,6,79,27,0,0,18,2,0,0,0,5,34,12,4,3,0,0
2016,4,41,12,0,0,2,9,0,0,0,11,12,6,0,0,0,0
2017,3,17,8,0,0,5,1,0,0,0,0,10,2,4,4,0,0
2018,10,192,92,0,0,37,6,0,0,0,30,89,37,29,18,0,0
2019,2,11,2,0,0,3,3,0,0,0,2,7,1,0,0,0,0
2020,3,16,6,0,0,4,2,0,0,0,2,11,3,0,0,0,0
2021,5,36,6,0,0,9,1,0,0,0,2,8,3,0,0,0,0
2022,17,486,212,0,0,129,30,0,0,0,65,208,97,21,18,0,0
2023,7,53,18,0,0,5,7,0,0,0,10,27,9,0,0,0,0
2024,5,231,75,0,0,18,15,0,0,0,16,62,28,24,19,0,0
2025,2,24,10,0,0,3,1,0,0,0,5,8,4,2,2,0,0
2026,6,256,127,0,0,28,45,0,0,0,21,96,48,34,31,0,0
2027,1,2,4,0,0,1,0,0,0,0,0,3,2,0,0,0,0
2028,5,184,101,0,0,68,8,0,0,0,21,85,40,31,21,0,0
2029,4,83,39,0,0,1,10,0,0,0,7,33,16,12,7,0,0
2030,11,263,163,0,0,36,17,0,0,0,24,147,72,22,19,0,0
2031,12,37,17,0,0,12,2,0,0,0,5,12,7,6,3,0,0
2032,13,512,125,0,0,196,39,0,0,0,39,120,47,50,31,0,0
2033,19,639,211,0,0,93,79,0,0,0,67,207,92,31,27,0,0
2034,5,197,130,0,0,24,14,0,0,0,20,138,51,37,28,0,0
2035,7,292,104,0,0,59,14,0,0,0,31,103,45,19,14,0,0
2036,4,63,12,0,0,21,1,0,0,0,9,17,5,7,2,0,0
2037,3,20,10,0,0,6,2,0,0,0,2,7,4,2,2,0,0
2038,3,14,2,0,0,3,1,0,0,0,3,1,1,0,0,0,0
2039,5,166,68,0,0,16,11,0,0,0,14,58,28,15,12,0,0
2040,5,169,40,0,0,21,14,0,0,0,19,38,13,15,14,0,0
2041,5,18,8,0,0,3,1,0,0,0,2,5,4,0,0,0,0
2042,4,36,5,0,0,3,2,0,0,0,5,9,2,1,1,0,0
2043,17,247,85,0,0,75,13,0,0,0,44,77,38,23,9,0,0
2044,11,460,160,0,0,145,40,0,0,0,30,161,64,40,32,0,0
2045,6,99,25,0,0,21,3,0,0,0,21,32,11,5,3,0,0
2046,5,51,22,0,0,7,2,0,0,0,13,16,7,12,8,0,0
2047,5,50,12,0,0,16,3,0,0,0,6,15,5,4,2,0,0
2048,3,11,10,0,0,4,1,0,0,0,0,8,5,0,0,0,0
2049,2,13,6,0,0,2,0,0,0,0,1,5,2,2,2,0,0
2050,2,29,12,0,0,1,3,0,0,0,3,7,3,6,6,0,0
2051,5,201,49,0,0,76,17,0,0,0,12,48,20,19,9,0,0
2052,7,258,101,0,0,37,36,0,0,0,32,129,45,15,11,0,0
2053,7,229,117,0,0,62,14,0,0,0,15,121,42,37,33,0,0
2054,6,226,43,0,0,60,14,0,0,0,19,48,19,17,5,0,0
2055,7,175,84,0,0,16,15,0,0,0,20,79,34,21,16,0,0
2056,17,638,401,0,0,76,132,0,0,0,49,336,151,127,99,0,0
2057,11,109,43,0,0,7,9,0,0,0,24,39,19,7,5,0,0
2058,3,33,6,0,0,2,4,0,0,0,6,7,3,0,0,0,0
2059,13,583,319,0,0,54,83,0,0,0,44,300,135,54,49,0,0
2060,3,24,7,0,0,0,1,0,0,0,4,8,3,1,1,0,0
2061,4,12,2,0,0,1,1,0,0,0,3,5,1,0,0,0,0
2062,4,158,77,0,0,10,21,0,0,0,12,61,27,30,23,0,0
2063,3,20,9,0,0,1,5,0,0,0,1,6,4,1,1,0,0
2064,3,12,11,0,0,7,0,0,0,0,1,13,5,2,1,0,0
2065,10,414,249,0,0,83,38,0,0,0,33,181,92,83,65,0,0
2066,12,81,20,0,0,16,2,0,0,0,14,20,7,10,6,0,0
2067,16,758,515,0,0,253,78,0,0,0,41,402,224,91,67,0,0
2068,7,256,64,0,0,51,20,0,0,0,26,73,28,14,8,0,0
2069,6,161,72,0,0,28,12,0,0,0,13,58,30,16,12,0,0
2070,9,108,39,0,0,10,7,0,0,0,5,34,16,11,7,0,0
2071,6,104,53,0,0,11,2,0,0,0,11,51,19,19,15,0,0
2072,10,158,30,0,0,40,13,0,0,0,21,28,12,10,6,0,0
2073,5,186,47,0,0,23,18,0,0,0,16,44,20,7,7,0,0
2074,6,244,88,0,0,89,20,0,0,0,18,77,40,12,8,0,0
2075,11,107,40,0,0,20,2,0,0,0,12,32,17,6,6,0,0
2076,9,98,21,0,0,21,5,0,0,0,13,29,9,4,3,0,0
2077,13,472,193,0,0,141,21,0,0,0,38,159,80,40,33,0,0
2078,10,89,42,0,0,10,11,0,0,0,15,45,16,12,10,0,0
2079,7,312,132,0,0,26,42,0,0,0,20,131,55,30,22,0,0
2080,2,7,2,0,0,1,0,0,0,0,2,1,0,2,2,0,0
2081,18,747,308,0,0,108,109,0,0,0,54,289,137,37,34,0,0
2082,12,425,151,0,0,28,13,0,0,0,39,159,63,29,25,0,0
2083,5,144,30,0,0,30,6,0,0,0,19,41,12,13,6,0,0
2084,13,452,174,0,0,75,48,0,0,0,44,151,67,49,40,0,0
2085,14,331,66,0,0,37,36,0,0,0,21,68,30,9,6,0,0
